energy, number of points
0.054448,21.000000
0.054367,21.000000
0.074511,21.000000
0.023578,21.000000
0.020194,21.000000
0.020161,21.000000
0.028725,21.000000
0.032658,21.000000
0.032608,21.000000
0.032559,21.000000
0.075588,21.000000
0.075493,21.000000
0.075399,21.000000
0.064031,21.000000
0.025641,21.000000
0.025602,21.000000
0.016424,21.000000
0.016392,21.000000
0.036920,21.000000
0.036869,21.000000
0.036817,21.000000
0.066160,21.000000
0.066072,21.000000
0.065984,21.000000
0.051981,21.000000
0.020091,21.000000
0.020054,21.000000
0.028291,21.000000
0.028245,21.000000
0.030505,21.000000
0.022520,21.000000
0.022480,21.000000
0.018838,21.000000
0.050596,21.000000
0.050519,21.000000
0.070057,21.000000
0.031599,21.000000
0.031549,21.000000
0.039099,21.000000
0.039047,21.000000
0.019727,21.000000
0.014699,21.000000
0.014671,21.000000
0.014643,21.000000
0.066248,21.000000
0.066163,21.000000
0.068024,21.000000
0.067936,21.000000
0.045430,21.000000
0.030917,21.000000
0.030869,21.000000
0.011925,21.000000
0.018908,21.000000
0.018877,21.000000
0.018846,21.000000
0.065817,21.000000
0.065733,21.000000
0.045874,21.000000
0.045803,21.000000
0.036706,21.000000
0.035896,21.000000
0.035839,21.000000
0.014974,21.000000
0.016921,21.000000
0.016890,21.000000
0.016859,21.000000
0.027827,21.000000
0.027781,21.000000
0.034955,21.000000
0.034906,21.000000
0.028464,21.000000
0.044368,21.000000
0.036446,21.000000
0.007955,21.000000
0.005395,21.000000
0.005385,21.000000
0.007359,21.000000
0.046972,21.000000
0.046906,21.000000
0.058695,21.000000
0.058618,21.000000
0.058931,21.000000
0.042937,21.000000
0.042880,21.000000
0.010542,21.000000
0.006745,21.000000
0.006732,21.000000
0.009801,21.000000
0.037759,21.000000
0.037712,21.000000
0.023917,21.000000
0.035050,21.000000
0.035002,21.000000
0.040904,21.000000
0.040839,21.000000
0.015242,21.000000
0.015212,21.000000
0.015183,21.000000
0.015001,21.000000
0.023040,21.000000
0.023001,21.000000
0.020891,21.000000
0.036334,21.000000
0.025731,21.000000
0.039680,21.000000
0.039628,21.000000
0.010083,21.000000
0.010068,21.000000
0.010054,21.000000
0.011230,21.000000
0.027218,21.000000
0.027175,21.000000
0.039911,21.000000
0.059459,21.000000
0.056920,21.000000
0.056847,21.000000
0.056775,21.000000
0.016570,21.000000
0.016545,21.000000
0.008806,21.000000
0.020938,21.000000
0.020913,21.000000
0.014571,21.000000
0.014547,21.000000
0.060198,21.000000
0.042814,21.000000
0.042747,21.000000
0.016448,21.000000
0.016514,21.000000
0.016483,21.000000
0.029136,21.000000
0.017315,21.000000
0.017285,21.000000
0.011915,21.000000
0.011892,21.000000
0.027122,21.000000
0.034548,21.000000
0.034501,21.000000
0.020018,21.000000
0.019991,21.000000
0.026416,21.000000
0.020425,21.000000
0.013327,21.000000
0.020672,21.000000
0.020644,21.000000
0.046875,21.000000
0.058720,21.000000
0.058645,21.000000
0.058571,21.000000
0.034218,21.000000
0.021866,21.000000
0.014124,21.000000
0.014100,21.000000
0.008852,21.000000
0.007344,21.000000
0.007331,21.000000
0.054992,21.000000
0.039764,21.000000
0.039705,21.000000
0.042409,21.000000
0.021115,21.000000
0.029455,21.000000
0.041468,21.000000
0.012475,21.000000
0.012451,21.000000
0.010307,21.000000
0.005374,21.000000
0.024842,21.000000
0.024806,21.000000
0.024769,21.000000
0.029011,21.000000
0.032944,21.000000
0.032825,21.000000
0.032781,21.000000
0.007662,21.000000
0.009304,21.000000
0.010013,21.000000
0.035210,21.000000
0.048487,21.000000
0.048424,21.000000
0.039995,21.000000
0.036555,21.000000
0.036511,21.000000
0.024379,21.000000
0.007541,21.000000
0.005398,21.000000
0.005387,21.000000
0.007691,21.000000
0.031335,21.000000
0.031290,21.000000
0.031244,21.000000
0.027115,21.000000
0.040059,21.000000
0.047672,21.000000
0.047604,21.000000
0.011413,21.000000
0.014637,21.000000
0.010117,21.000000
0.015156,21.000000
0.015131,21.000000
0.015105,21.000000
0.023476,21.000000
0.034024,21.000000
0.040794,21.000000
0.040742,21.000000
0.008831,21.000000
0.008925,21.000000
0.014612,21.000000
0.014589,21.000000
0.032237,21.000000
0.032193,21.000000
0.030620,21.000000
0.045074,21.000000
0.045017,21.000000
0.033744,21.000000
0.016919,21.000000
0.010740,21.000000
0.006980,21.000000
0.006967,21.000000
0.019765,21.000000
0.019737,21.000000
0.014370,21.000000
0.019437,21.000000
0.046457,21.000000
0.046597,21.000000
0.046528,21.000000
0.015817,21.000000
0.019269,21.000000
0.019241,21.000000
0.008871,21.000000
0.008854,21.000000
0.008837,21.000000
0.017303,21.000000
0.029870,21.000000
0.040107,21.000000
0.040057,21.000000
0.013723,21.000000
0.025502,21.000000
0.025467,21.000000
0.018187,21.000000
0.017720,21.000000
0.017694,21.000000
0.010969,21.000000
0.043953,21.000000
0.037634,21.000000
0.037581,21.000000
0.037528,21.000000
0.013064,21.000000
0.013044,21.000000
0.014942,21.000000
0.009790,21.000000
0.009777,21.000000
0.011264,21.000000
0.045327,21.000000
0.039541,21.000000
0.039481,21.000000
0.039422,21.000000
0.029067,21.000000
0.029024,21.000000
