Distance,Azimuth,Elevations
29.900000,23.609335,2.572812
29.900000,24.820068,2.572812
29.900000,26.030804,2.572812
29.900000,27.241539,2.572812
29.900000,28.452272,2.572812
29.900000,29.965693,2.572812
29.900000,-29.663010,3.178180
29.900000,-28.452272,3.178180
29.900000,-27.241539,3.178180
29.900000,-26.030804,3.178180
29.900000,-24.820068,3.178180
29.900000,-23.609335,3.178180
29.900000,-22.398598,3.178180
29.900000,-21.187862,3.178180
29.900000,-19.977129,3.178180
29.900000,-18.766394,3.178180
29.900000,-17.555658,3.178180
29.900000,-16.344923,3.178180
29.900000,-15.134188,3.178180
29.900000,-13.923453,3.178180
29.900000,-12.712718,3.178180
29.900000,-11.501983,3.178180
29.900000,-10.291248,3.178180
29.900000,-9.080513,3.178180
29.900000,-7.869778,3.178180
29.900000,-6.659043,3.178180
29.900000,-5.448308,3.178180
29.900000,-4.237573,3.178180
29.900000,-3.026838,3.178180
29.900000,-1.816103,3.178180
29.900000,-0.605367,3.178180
29.900000,0.605367,3.178180
29.900000,1.816103,3.178180
29.900000,3.026838,3.178180
29.900000,4.237573,3.178180
29.900000,5.448308,3.178180
29.900000,6.659043,3.178180
29.900000,7.869778,3.178180
29.900000,9.080513,3.178180
29.900000,10.291248,3.178180
29.900000,11.501983,3.178180
29.900000,12.712718,3.178180
29.900000,13.923453,3.178180
29.900000,15.134188,3.178180
29.900000,16.344923,3.178180
29.900000,17.555658,3.178180
29.900000,18.766394,3.178180
29.900000,19.977129,3.178180
29.900000,21.187862,3.178180
29.900000,22.398598,3.178180
29.900000,23.609335,3.178180
29.900000,24.820068,3.178180
29.900000,26.030804,3.178180
29.900000,27.241539,3.178180
29.900000,28.452272,3.178180
29.900000,29.965693,3.178180
29.900000,-29.663010,3.783547
29.900000,-28.452272,3.783547
29.900000,-27.241539,3.783547
29.900000,-26.030804,3.783547
29.900000,-24.820068,3.783547
29.900000,-23.609335,3.783547
29.900000,-22.398598,3.783547
29.900000,-21.187862,3.783547
29.900000,-19.977129,3.783547
29.900000,-18.766394,3.783547
29.900000,-17.555658,3.783547
29.900000,-16.344923,3.783547
29.900000,-15.134188,3.783547
29.900000,-13.923453,3.783547
29.900000,-12.712718,3.783547
29.900000,-11.501983,3.783547
29.900000,-10.291248,3.783547
29.900000,-9.080513,3.783547
29.900000,-7.869778,3.783547
29.900000,-6.659043,3.783547
29.900000,-5.448308,3.783547
29.900000,-4.237573,3.783547
29.900000,-3.026838,3.783547
29.900000,-1.816103,3.783547
29.900000,-0.605367,3.783547
29.900000,0.605367,3.783547
29.900000,1.816103,3.783547
29.900000,3.026838,3.783547
29.900000,4.237573,3.783547
29.900000,5.448308,3.783547
29.900000,6.659043,3.783547
29.900000,7.869778,3.783547
29.900000,9.080513,3.783547
29.900000,10.291248,3.783547
29.900000,11.501983,3.783547
29.900000,12.712718,3.783547
29.900000,13.923453,3.783547
29.900000,15.134188,3.783547
29.900000,16.344923,3.783547
29.900000,17.555658,3.783547
29.900000,18.766394,3.783547
29.900000,19.977129,3.783547
29.900000,21.187862,3.783547
29.900000,22.398598,3.783547
29.900000,23.609335,3.783547
29.900000,24.820068,3.783547
29.900000,26.030804,3.783547
29.900000,27.241539,3.783547
29.900000,28.452272,3.783547
29.900000,29.965693,3.783547
29.900000,-29.663010,4.388915
29.900000,-28.452272,4.388915
29.900000,-27.241539,4.388915
29.900000,-26.030804,4.388915
29.900000,-24.820068,4.388915
29.900000,-23.609335,4.388915
29.900000,-22.398598,4.388915
29.900000,-21.187862,4.388915
29.900000,-19.977129,4.388915
29.900000,-18.766394,4.388915
29.900000,-17.555658,4.388915
29.900000,-16.344923,4.388915
29.900000,-15.134188,4.388915
29.900000,-13.923453,4.388915
29.900000,-12.712718,4.388915
29.900000,-11.501983,4.388915
29.900000,-10.291248,4.388915
29.900000,-9.080513,4.388915
29.900000,-7.869778,4.388915
29.900000,-6.659043,4.388915
29.900000,-5.448308,4.388915
29.900000,-4.237573,4.388915
29.900000,-3.026838,4.388915
29.900000,-1.816103,4.388915
29.900000,-0.605367,4.388915
29.900000,0.605367,4.388915
29.900000,1.816103,4.388915
29.900000,3.026838,4.388915
29.900000,4.237573,4.388915
29.900000,5.448308,4.388915
29.900000,6.659043,4.388915
29.900000,7.869778,4.388915
29.900000,9.080513,4.388915
29.900000,10.291248,4.388915
29.900000,11.501983,4.388915
29.900000,12.712718,4.388915
29.900000,13.923453,4.388915
29.900000,15.134188,4.388915
29.900000,16.344923,4.388915
29.900000,17.555658,4.388915
29.900000,18.766394,4.388915
29.900000,19.977129,4.388915
29.900000,21.187862,4.388915
29.900000,22.398598,4.388915
29.900000,23.609335,4.388915
29.900000,24.820068,4.388915
29.900000,26.030804,4.388915
29.900000,27.241539,4.388915
29.900000,28.452272,4.388915
29.900000,29.965693,4.388915
29.900000,-29.663010,4.994282
29.900000,-28.452272,4.994282
29.900000,-27.241539,4.994282
29.900000,-26.030804,4.994282
29.900000,-24.820068,4.994282
29.900000,-23.609335,4.994282
29.900000,-22.398598,4.994282
29.900000,-21.187862,4.994282
29.900000,-19.977129,4.994282
29.900000,-18.766394,4.994282
29.900000,-17.555658,4.994282
28.900402,-16.344923,4.994282
2.616659,-15.134188,4.994282
8.671934,-13.923453,4.994282
29.900000,-12.712718,4.994282
29.900000,-11.501983,4.994282
29.900000,-10.291248,4.994282
29.900000,-9.080513,4.994282
29.900000,-7.869778,4.994282
29.900000,-6.659043,4.994282
29.900000,-5.448308,4.994282
29.900000,-4.237573,4.994282
29.900000,-3.026838,4.994282
29.900000,-1.816103,4.994282
29.900000,-0.605367,4.994282
29.900000,0.605367,4.994282
29.900000,1.816103,4.994282
29.900000,3.026838,4.994282
29.900000,4.237573,4.994282
29.900000,5.448308,4.994282
29.900000,6.659043,4.994282
29.900000,7.869778,4.994282
29.900000,9.080513,4.994282
29.900000,10.291248,4.994282
29.900000,11.501983,4.994282
29.900000,12.712718,4.994282
29.900000,13.923453,4.994282
29.900000,15.134188,4.994282
29.900000,16.344923,4.994282
29.900000,17.555658,4.994282
29.900000,18.766394,4.994282
29.900000,19.977129,4.994282
29.900000,21.187862,4.994282
29.900000,22.398598,4.994282
29.900000,23.609335,4.994282
29.900000,24.820068,4.994282
29.900000,26.030804,4.994282
29.900000,27.241539,4.994282
29.900000,28.452272,4.994282
29.900000,29.965693,4.994282
29.900000,-29.663010,5.599649
29.900000,-28.452272,5.599649
29.900000,-27.241539,5.599649
29.900000,-26.030804,5.599649
29.900000,-24.820068,5.599649
29.900000,-23.609335,5.599649
29.900000,-22.398598,5.599649
29.900000,-21.187862,5.599649
29.900000,-19.977129,5.599649
29.900000,-18.766394,5.599649
29.900000,-17.555658,5.599649
19.888281,-16.344923,5.599649
2.577475,-15.134188,5.599649
2.581040,-13.923453,5.599649
26.320803,-12.712718,5.599649
29.900000,-11.501983,5.599649
29.900000,-10.291248,5.599649
29.900000,-9.080513,5.599649
29.900000,-7.869778,5.599649
29.900000,-6.659043,5.599649
29.900000,-5.448308,5.599649
29.900000,-4.237573,5.599649
29.900000,-3.026838,5.599649
29.900000,-1.816103,5.599649
29.900000,-0.605367,5.599649
29.900000,0.605367,5.599649
29.900000,1.816103,5.599649
29.900000,3.026838,5.599649
29.900000,4.237573,5.599649
29.900000,5.448308,5.599649
29.900000,6.659043,5.599649
29.900000,7.869778,5.599649
29.900000,9.080513,5.599649
29.900000,10.291248,5.599649
29.900000,11.501983,5.599649
29.900000,12.712718,5.599649
29.900000,13.923453,5.599649
29.900000,15.134188,5.599649
29.900000,16.344923,5.599649
29.900000,17.555658,5.599649
29.900000,18.766394,5.599649
29.900000,19.977129,5.599649
29.900000,21.187862,5.599649
29.900000,22.398598,5.599649
29.900000,23.609335,5.599649
29.900000,24.820068,5.599649
29.900000,26.030804,5.599649
29.900000,27.241539,5.599649
29.900000,28.452272,5.599649
29.900000,29.965693,5.599649
29.900000,-29.663010,6.205017
29.900000,-28.452272,6.205017
29.900000,-27.241539,6.205017
29.900000,-26.030804,6.205017
29.900000,-24.820068,6.205017
29.900000,-23.609335,6.205017
29.900000,-22.398598,6.205017
29.900000,-21.187862,6.205017
29.900000,-19.977129,6.205017
29.900000,-18.766394,6.205017
29.900000,-17.555658,6.205017
2.605315,-16.344923,6.205017
2.561883,-15.134188,6.205017
2.564662,-13.923453,6.205017
10.401664,-12.712718,6.205017
29.900000,-11.501983,6.205017
29.900000,-10.291248,6.205017
29.900000,-9.080513,6.205017
29.900000,-7.869778,6.205017
29.900000,-6.659043,6.205017
29.900000,-5.448308,6.205017
29.900000,-4.237573,6.205017
29.900000,-3.026838,6.205017
29.900000,-1.816103,6.205017
29.900000,-0.605367,6.205017
29.900000,0.605367,6.205017
29.900000,1.816103,6.205017
29.900000,3.026838,6.205017
29.900000,4.237573,6.205017
29.900000,5.448308,6.205017
29.900000,6.659043,6.205017
29.900000,7.869778,6.205017
29.900000,9.080513,6.205017
29.900000,10.291248,6.205017
29.900000,11.501983,6.205017
29.900000,12.712718,6.205017
29.900000,13.923453,6.205017
29.900000,15.134188,6.205017
29.900000,16.344923,6.205017
29.900000,17.555658,6.205017
29.900000,18.766394,6.205017
29.900000,19.977129,6.205017
29.900000,21.187862,6.205017
29.900000,22.398598,6.205017
29.900000,23.609335,6.205017
29.900000,24.820068,6.205017
29.900000,26.030804,6.205017
29.900000,27.241539,6.205017
29.900000,28.452272,6.205017
29.900000,29.965693,6.205017
29.900000,-29.663010,6.810385
29.900000,-28.452272,6.810385
29.900000,-27.241539,6.810385
29.900000,-26.030804,6.810385
29.900000,-24.820068,6.810385
29.900000,-23.609335,6.810385
29.900000,-22.398598,6.810385
29.900000,-21.187862,6.810385
29.900000,-19.977129,6.810385
29.900000,-18.766394,6.810385
29.900000,-17.555658,6.810385
2.594637,-16.344923,6.810385
2.556505,-15.134188,6.810385
2.559089,-13.923453,6.810385
10.394823,-12.712718,6.810385
29.900000,-11.501983,6.810385
29.900000,-10.291248,6.810385
29.900000,-9.080513,6.810385
29.900000,-7.869778,6.810385
29.900000,-6.659043,6.810385
29.900000,-5.448308,6.810385
29.900000,-4.237573,6.810385
29.900000,-3.026838,6.810385
29.900000,-1.816103,6.810385
29.900000,-0.605367,6.810385
29.900000,0.605367,6.810385
29.900000,1.816103,6.810385
29.900000,3.026838,6.810385
29.900000,4.237573,6.810385
29.900000,5.448308,6.810385
29.900000,6.659043,6.810385
29.900000,7.869778,6.810385
29.900000,9.080513,6.810385
29.900000,10.291248,6.810385
29.900000,11.501983,6.810385
29.900000,12.712718,6.810385
29.900000,13.923453,6.810385
29.900000,15.134188,6.810385
29.900000,16.344923,6.810385
29.900000,17.555658,6.810385
29.900000,18.766394,6.810385
29.900000,19.977129,6.810385
29.900000,21.187862,6.810385
29.900000,22.398598,6.810385
29.900000,23.609335,6.810385
29.900000,24.820068,6.810385
29.900000,26.030804,6.810385
29.900000,27.241539,6.810385
29.900000,28.452272,6.810385
29.900000,29.965693,6.810385
29.900000,-29.663010,7.415752
29.900000,-28.452272,7.415752
29.900000,-27.241539,7.415752
29.900000,-26.030804,7.415752
29.900000,-24.820068,7.415752
29.900000,-23.609335,7.415752
29.900000,-22.398598,7.415752
29.900000,-21.187862,7.415752
29.900000,-19.977129,7.415752
29.900000,-18.766394,7.415752
29.900000,-17.555658,7.415752
2.600085,-16.344923,7.415752
2.559413,-15.134188,7.415752
2.562094,-13.923453,7.415752
10.398364,-12.712718,7.415752
29.900000,-11.501983,7.415752
29.900000,-10.291248,7.415752
29.900000,-9.080513,7.415752
29.900000,-7.869778,7.415752
29.900000,-6.659043,7.415752
29.900000,-5.448308,7.415752
29.900000,-4.237573,7.415752
29.900000,-3.026838,7.415752
29.900000,-1.816103,7.415752
29.900000,-0.605367,7.415752
29.900000,0.605367,7.415752
29.900000,1.816103,7.415752
29.900000,3.026838,7.415752
29.900000,4.237573,7.415752
29.900000,5.448308,7.415752
29.900000,6.659043,7.415752
29.900000,7.869778,7.415752
29.900000,9.080513,7.415752
29.900000,10.291248,7.415752
29.900000,11.501983,7.415752
29.900000,12.712718,7.415752
29.900000,13.923453,7.415752
29.900000,15.134188,7.415752
29.900000,16.344923,7.415752
29.900000,17.555658,7.415752
29.900000,18.766394,7.415752
29.900000,19.977129,7.415752
29.900000,21.187862,7.415752
29.900000,22.398598,7.415752
29.900000,23.609335,7.415752
29.900000,24.820068,7.415752
29.900000,26.030804,7.415752
29.900000,27.241539,7.415752
29.900000,28.452272,7.415752
29.900000,29.965693,7.415752
29.900000,-29.663010,8.021120
29.900000,-28.452272,8.021120
29.900000,-27.241539,8.021120
29.900000,-26.030804,8.021120
29.900000,-24.820068,8.021120
29.900000,-23.609335,8.021120
29.900000,-22.398598,8.021120
29.900000,-21.187862,8.021120
29.900000,-19.977129,8.021120
29.900000,-18.766394,8.021120
29.900000,-17.555658,8.021120
8.235886,-16.344923,8.021120
2.571609,-15.134188,8.021120
2.574819,-13.923453,8.021120
15.582513,-12.712718,8.021120
29.900000,-11.501983,8.021120
29.900000,-10.291248,8.021120
29.900000,-9.080513,8.021120
29.900000,-7.869778,8.021120
29.900000,-6.659043,8.021120
29.900000,-5.448308,8.021120
29.900000,-4.237573,8.021120
29.900000,-3.026838,8.021120
29.900000,-1.816103,8.021120
29.900000,-0.605367,8.021120
29.900000,0.605367,8.021120
29.900000,1.816103,8.021120
29.900000,3.026838,8.021120
29.900000,4.237573,8.021120
29.900000,5.448308,8.021120
29.900000,6.659043,8.021120
29.900000,7.869778,8.021120
29.900000,9.080513,8.021120
29.900000,10.291248,8.021120
29.900000,11.501983,8.021120
29.900000,12.712718,8.021120
29.900000,13.923453,8.021120
29.900000,15.134188,8.021120
29.900000,16.344923,8.021120
29.900000,17.555658,8.021120
29.900000,18.766394,8.021120
29.900000,19.977129,8.021120
29.900000,21.187862,8.021120
29.900000,22.398598,8.021120
29.900000,23.609335,8.021120
29.900000,24.820068,8.021120
29.900000,26.030804,8.021120
29.900000,27.241539,8.021120
29.900000,28.452272,8.021120
29.900000,29.965693,8.021120
29.900000,-29.663010,8.626487
29.900000,-28.452272,8.626487
29.900000,-27.241539,8.626487
29.900000,-26.030804,8.626487
29.900000,-24.820068,8.626487
29.900000,-23.609335,8.626487
29.900000,-22.398598,8.626487
29.900000,-21.187862,8.626487
29.900000,-19.977129,8.626487
29.900000,-18.766394,8.626487
29.900000,-17.555658,8.626487
25.526386,-16.344923,8.626487
2.600659,-15.134188,8.626487
4.671801,-13.923453,8.626487
29.900000,-12.712718,8.626487
29.900000,-11.501983,8.626487
29.900000,-10.291248,8.626487
29.900000,-9.080513,8.626487
29.900000,-7.869778,8.626487
29.900000,-6.659043,8.626487
29.900000,-5.448308,8.626487
29.900000,-4.237573,8.626487
29.900000,-3.026838,8.626487
29.900000,-1.816103,8.626487
29.900000,-0.605367,8.626487
29.900000,0.605367,8.626487
29.900000,1.816103,8.626487
29.900000,3.026838,8.626487
29.900000,4.237573,8.626487
29.900000,5.448308,8.626487
29.900000,6.659043,8.626487
29.900000,7.869778,8.626487
29.900000,9.080513,8.626487
29.900000,10.291248,8.626487
29.900000,11.501983,8.626487
29.900000,12.712718,8.626487
29.900000,13.923453,8.626487
29.900000,15.134188,8.626487
29.900000,16.344923,8.626487
29.900000,17.555658,8.626487
29.900000,18.766394,8.626487
29.900000,19.977129,8.626487
29.900000,21.187862,8.626487
29.900000,22.398598,8.626487
29.900000,23.609335,8.626487
29.900000,24.820068,8.626487
29.900000,26.030804,8.626487
29.900000,27.241539,8.626487
29.900000,28.452272,8.626487
29.900000,29.965693,8.626487
29.900000,-29.663010,9.231854
29.900000,-28.452272,9.231854
29.900000,-27.241539,9.231854
29.900000,-26.030804,9.231854
29.900000,-24.820068,9.231854
29.900000,-23.609335,9.231854
29.900000,-22.398598,9.231854
29.900000,-21.187862,9.231854
29.900000,-19.977129,9.231854
29.900000,-18.766394,9.231854
29.900000,-17.555658,9.231854
29.900000,-16.344923,9.231854
29.900000,-15.134188,9.231854
29.900000,-13.923453,9.231854
29.900000,-12.712718,9.231854
29.900000,-11.501983,9.231854
29.900000,-10.291248,9.231854
29.900000,-9.080513,9.231854
29.900000,-7.869778,9.231854
29.900000,-6.659043,9.231854
29.900000,-5.448308,9.231854
29.900000,-4.237573,9.231854
29.900000,-3.026838,9.231854
29.900000,-1.816103,9.231854
29.900000,-0.605367,9.231854
29.900000,0.605367,9.231854
29.900000,1.816103,9.231854
29.900000,3.026838,9.231854
29.900000,4.237573,9.231854
29.900000,5.448308,9.231854
29.900000,6.659043,9.231854
29.900000,7.869778,9.231854
29.900000,9.080513,9.231854
29.900000,10.291248,9.231854
29.900000,11.501983,9.231854
29.900000,12.712718,9.231854
29.900000,13.923453,9.231854
29.900000,15.134188,9.231854
29.900000,16.344923,9.231854
29.900000,17.555658,9.231854
29.900000,18.766394,9.231854
29.900000,19.977129,9.231854
29.900000,21.187862,9.231854
29.900000,22.398598,9.231854
29.900000,23.609335,9.231854
29.900000,24.820068,9.231854
29.900000,26.030804,9.231854
29.900000,27.241539,9.231854
29.900000,28.452272,9.231854
29.900000,29.965693,9.231854
29.900000,-29.663010,9.837223
29.900000,-28.452272,9.837223
29.900000,-27.241539,9.837223
29.900000,-26.030804,9.837223
29.900000,-24.820068,9.837223
29.900000,-23.609335,9.837223
29.900000,-22.398598,9.837223
29.900000,-21.187862,9.837223
29.900000,-19.977129,9.837223
29.900000,-18.766394,9.837223
29.900000,-17.555658,9.837223
29.900000,-16.344923,9.837223
29.900000,-15.134188,9.837223
29.900000,-13.923453,9.837223
29.900000,-12.712718,9.837223
29.900000,-11.501983,9.837223
29.900000,-10.291248,9.837223
29.900000,-9.080513,9.837223
29.900000,-7.869778,9.837223
29.900000,-6.659043,9.837223
29.900000,-5.448308,9.837223
29.900000,-4.237573,9.837223
29.900000,-3.026838,9.837223
29.900000,-1.816103,9.837223
29.900000,-0.605367,9.837223
29.900000,0.605367,9.837223
29.900000,1.816103,9.837223
29.900000,3.026838,9.837223
29.900000,4.237573,9.837223
29.900000,5.448308,9.837223
29.900000,6.659043,9.837223
29.900000,7.869778,9.837223
29.900000,9.080513,9.837223
29.900000,10.291248,9.837223
29.900000,11.501983,9.837223
29.900000,12.712718,9.837223
29.900000,13.923453,9.837223
29.900000,15.134188,9.837223
29.900000,16.344923,9.837223
29.900000,17.555658,9.837223
29.900000,18.766394,9.837223
29.900000,19.977129,9.837223
29.900000,21.187862,9.837223
29.900000,22.398598,9.837223
29.900000,23.609335,9.837223
29.900000,24.820068,9.837223
29.900000,26.030804,9.837223
29.900000,27.241539,9.837223
29.900000,28.452272,9.837223
29.900000,29.965693,9.837223
29.900000,-29.663010,10.442590
29.900000,-28.452272,10.442590
29.900000,-27.241539,10.442590
29.900000,-26.030804,10.442590
29.900000,-24.820068,10.442590
29.900000,-23.609335,10.442590
29.900000,-22.398598,10.442590
29.900000,-21.187862,10.442590
29.900000,-19.977129,10.442590
29.900000,-18.766394,10.442590
29.900000,-17.555658,10.442590
29.900000,-16.344923,10.442590
29.900000,-15.134188,10.442590
29.900000,-13.923453,10.442590
29.900000,-12.712718,10.442590
29.900000,-11.501983,10.442590
29.900000,-10.291248,10.442590
29.900000,-9.080513,10.442590
29.900000,-7.869778,10.442590
29.900000,-6.659043,10.442590
29.900000,-5.448308,10.442590
29.900000,-4.237573,10.442590
29.900000,-3.026838,10.442590
29.900000,-1.816103,10.442590
29.900000,-0.605367,10.442590
29.900000,0.605367,10.442590
29.900000,1.816103,10.442590
29.900000,3.026838,10.442590
29.900000,4.237573,10.442590
29.900000,5.448308,10.442590
29.900000,6.659043,10.442590
29.900000,7.869778,10.442590
29.900000,9.080513,10.442590
29.900000,10.291248,10.442590
29.900000,11.501983,10.442590
29.900000,12.712718,10.442590
29.900000,13.923453,10.442590
29.900000,15.134188,10.442590
29.900000,16.344923,10.442590
29.900000,17.555658,10.442590
29.900000,18.766394,10.442590
29.900000,19.977129,10.442590
29.900000,21.187862,10.442590
29.900000,22.398598,10.442590
29.900000,23.609335,10.442590
29.900000,24.820068,10.442590
29.900000,26.030804,10.442590
29.900000,27.241539,10.442590
29.900000,28.452272,10.442590
29.900000,29.965693,10.442590
